DBN,Borough,City,Latitude,Longitude,Start_Time,End_Time,Student_Enrollment,Percent_White,Percent_Black,Percent_Hispanic,Percent_Asian,Average_SAT_Math,Average_SAT_Reading,Average_SAT_Writing,Female_Percent,Male_Percent,Disabilities_Percent,EngLearner_Percent,Poverty_Percent,Parent_Response_Rate,Teacher_Response_Rate,Instructional_Core_Satisfaction,Systems_for_Improvement_Satisfaction,School_Culture_Satisfaction,Class_Hours
01M539,Manhattan,Manhattan,40.71873,-73.97943,8.15,16,1735,28.6,13.3,18,38.5,657,601,601,51.5,48.5,3.8,0.1,28.2,55,88,79,74,84,7.75
02M294,Manhattan,Manhattan,40.71687,-73.98953,8,14.45,358,11.7,38.5,41.3,5.9,395,411,387,50.8,49.2,26,4.2,68.7,30,100,96,96,95,6.75
02M308,Manhattan,Manhattan,40.71687,-73.98953,8.3,15,383,3.1,28.2,56.9,8.6,418,428,415,70,30,30,4.2,100,26,100,86,89,87,6.5
02M545,Manhattan,Manhattan,40.71687,-73.98953,8,15.35,416,1.7,3.1,5.5,88.9,613,453,463,53.1,46.9,1.9,23.6,88.7,24,70,81,70,87,7.58333333333333
01M292,Manhattan,Manhattan,40.71376,-73.98526,8.3,15.3,255,3.9,24.4,56.6,13.2,410,406,381,37.6,62.4,32.5,11.8,89,40,81,83,80,81,7
01M696,Manhattan,Manhattan,40.71896,-73.97607,9,15.5,545,45.3,17.2,18.7,17.1,634,641,639,59.8,40.2,1.1,0,35,48,80,88,89,93,6.83333333333333
02M305,Manhattan,Manhattan,40.71687,-73.98953,8.32,15.45,329,2.7,41.9,49.2,5.8,389,395,381,58.1,41.9,18.8,3.3,82.4,19,100,78,76,80,7.21666666666667
01M509,Manhattan,Manhattan,40.72057,-73.98567,8,15.3,363,2.5,39.9,51.2,5.8,438,413,394,56.7,43.3,28.4,9.1,86,8,81,64,58,65,7.5
01M448,Manhattan,Manhattan,40.71233,-73.9848,8.15,15.15,304,3.3,25,41.1,29.9,437,355,352,37.8,62.2,22,19.4,89.5,42,100,94,92,92,7
02M543,Manhattan,Manhattan,40.71687,-73.98953,8.4,14.56,441,3.9,30.8,56.9,5.9,381,396,372,66,34,26.5,5.4,100,9,79,86,80,86,6.26666666666667
02M298,Manhattan,Manhattan,40.71641,-73.99268,9,15.15,423,1.9,28.1,45.4,13.7,430,435,427,60.5,39.5,11.6,1.2,80.9,68,100,91,88,89,6.25
02M420,Manhattan,Manhattan,40.73249,-73.98305,9,15.45,1664,7.3,18.9,50.9,22.4,452,445,430,70.3,29.7,12.4,4.3,100,45,95,88,88,88,6.75
02M399,Manhattan,Manhattan,40.73552,-73.9876,8,15.3,437,5.7,20.4,40.3,31.1,446,433,411,55.8,44.2,17.4,12.1,85.8,37,93,87,84,87,7.5
02M438,Manhattan,Manhattan,40.73552,-73.9876,8.45,15.05,353,9.9,14.2,45.3,30.6,403,330,316,43.9,56.1,4.8,86.4,87.8,31,92,94,92,90,6.33333333333333
02M407,Manhattan,Manhattan,40.73249,-73.98305,8,15,482,56.5,14.1,14.9,5.8,501,550,541,48.1,51.9,7.3,0,18.9,34,96,93,94,94,7
02M374,Manhattan,Manhattan,40.73552,-73.9876,8.15,15.3,530,5.8,42.5,44.2,3.6,446,459,455,71.1,28.9,17.5,2.1,72.6,27,80,79,72,76,7.25
02M551,Manhattan,Manhattan,40.69079,-74.01976,8.15,16,447,18.8,23.7,51.7,2.9,446,453,428,37.1,62.9,21.9,2.7,63.3,21,88,80,74,80,7.75
02M580,Manhattan,Manhattan,40.70523,-74.01332,8.3,15.2,566,2.7,31.1,58.8,6.2,411,415,409,66.3,33.7,24.2,5.1,85.3,19,69,76,75,78,6.83333333333333
02M418,Manhattan,Manhattan,40.70492,-74.01151,8.3,15,659,32.8,7.6,18.2,38.4,577,560,567,63.6,36.4,9.4,0.5,43.6,31,100,89,86,93,6.5
02M316,Manhattan,Manhattan,40.70523,-74.01332,8.35,15.3,405,2.2,52.8,39.3,3.5,418,420,417,100,0,18.5,4.4,81.5,4,50,94,88,91,6.91666666666667
02M489,Manhattan,Manhattan,40.70922,-74.01203,8.3,15.3,796,7.2,22.9,47.1,21.7,469,442,447,43.6,56.4,14.3,6,79.4,40,84,90,88,90,7
02M425,Manhattan,Manhattan,40.70915,-74.01208,8.3,14.45,699,4.4,27.9,61.9,3.9,390,396,392,57.4,42.6,20.3,6.7,75.8,24,97,88,86,88,6.25
01M450,Manhattan,Manhattan,40.72978,-73.98304,8.3,15.3,666,8.3,22.1,57.9,9.4,454,428,445,47,53,27.5,1.2,74.2,46,94,94,95,94,7
02M411,Manhattan,Manhattan,40.74405,-73.99148,8.2,14.5,451,22.8,6.2,14.9,54.8,592,526,531,59.6,40.4,10,0.2,59.6,24,42,95,89,93,6.5
02M413,Manhattan,Manhattan,40.73895,-73.98541,8.35,15.1,713,35.9,11.7,30.4,14.4,534,533,522,50.8,49.2,15.1,0.7,37.7,68,100,91,88,90,6.58333333333333
02M439,Manhattan,Manhattan,40.74149,-73.99145,8,15.2,415,7.2,9.6,67.2,7.2,522,479,510,67.5,32.5,11.3,2.7,75.9,60,63,87,73,88,7.33333333333333
02M412,Manhattan,Manhattan,40.7421,-74.00207,8,14.5,587,46,6,15.5,27.6,595,550,555,55.2,44.8,15,0.2,35.8,34,67,93,92,92,6.83333333333333
02M437,Manhattan,Manhattan,40.74289,-74.00213,8.45,15.3,483,3.3,29.2,59.4,6.4,378,407,388,33.3,66.7,22.2,8.7,81.2,12,88,88,87,87,6.75
02M392,Manhattan,Manhattan,40.74289,-74.00213,8.3,15.15,438,3.9,28.1,62.1,3.4,410,407,399,41.3,58.7,18.3,5.5,77.4,36,91,86,84,84,6.75
02M419,Manhattan,Manhattan,40.74289,-74.00213,8.45,15.2,355,1.7,24.2,68.5,3.7,386,386,386,53.2,46.8,24.5,10.4,88.5,53,100,87,87,85,6.58333333333333
02M600,Manhattan,Manhattan,40.74511,-73.99591,8,15.45,1770,3.8,36.3,53.8,5,433,442,427,93.1,6.9,13.9,2.2,82.4,29,96,89,91,88,7.75
02M414,Manhattan,Manhattan,40.7421,-74.00207,8.15,14.45,471,12.1,12.7,39.7,34.2,560,530,522,55.2,44.8,7.6,0.6,72.8,16,100,81,69,85,6.5
02M615,Manhattan,Manhattan,40.72435,-74.00476,8.3,16,439,3.2,28.9,57.4,8.2,439,418,400,39.6,60.4,19.1,2.7,87.9,37,91,88,86,89,7.5
02M376,Manhattan,Manhattan,40.72435,-74.00476,9,16,442,28.7,19.9,39.8,8.6,518,515,503,57.7,42.3,12.9,0.2,45.9,46,100,92,91,94,7
02M427,Manhattan,Manhattan,40.74611,-73.98101,9,15.4,334,1.5,4.8,91.3,2.4,350,334,321,50.6,49.4,3.3,78.4,85.3,42,60,91,90,87,6.66666666666667
02M500,Manhattan,Manhattan,40.74611,-73.98101,8.15,16,284,4.9,27.5,58.8,6,375,385,387,35.2,64.8,23.9,6.7,89.4,77,100,94,91,94,7.75
02M393,Manhattan,Manhattan,40.76336,-73.99051,8.5,15.3,449,1.6,35.4,59.5,2.2,395,386,371,27.8,72.2,22.3,7.3,100,24,97,85,84,84,6.66666666666667
02M303,Manhattan,Manhattan,40.76503,-73.99252,8.35,15,406,2.2,27.3,67.5,1.7,366,356,371,47,53,25.1,19.5,100,56,100,91,89,86,6.41666666666667
02M296,Manhattan,Manhattan,40.76503,-73.99252,9,15.45,424,1.7,21,71.2,5,451,433,424,72.2,27.8,17.5,7.8,90.1,28,97,89,91,90,6.75
02M300,Manhattan,Manhattan,40.76503,-73.99252,8,15.15,414,3.4,29.5,59.2,6,445,417,403,30.2,69.8,20.8,6.3,80.9,33,68,92,85,88,7.25
02M400,Manhattan,Manhattan,40.76776,-73.98751,8.15,15,1301,6.6,14.7,62.9,15.1,469,454,444,50.4,49.6,16.6,7.1,74.4,14,93,87,87,84,6.75
02M630,Manhattan,Manhattan,40.7654,-73.98177,8.3,16,1476,10.8,24.1,54.7,8.5,455,475,458,58.7,41.3,16.7,1.2,69.2,20,43,82,77,82,7.5
02M542,Manhattan,Manhattan,40.76503,-73.99252,8,15.45,529,0,0,100,0,409,360,347,50.7,49.3,2.3,53.1,100,54,89,95,91,94,7.75
02M507,Manhattan,Manhattan,40.76336,-73.99051,8,15.3,472,5.7,30.3,53.8,7.8,445,432,415,21.4,78.6,19.1,2.1,100,34,80,93,93,93,7.5
02M288,Manhattan,Manhattan,40.76503,-73.99252,7.4,14.3,427,3,39.6,52.2,4.7,428,435,421,52,48,15.7,3,79.4,15,64,89,83,87,6.83333333333333
02M416,Manhattan,Manhattan,40.77012,-73.95338,8.3,15.3,541,61.4,4.4,10.9,20.1,641,617,631,59.5,40.5,5.9,0,24.6,58,100,91,87,92,7
03M299,Manhattan,Manhattan,40.7743,-73.98482,8.45,15.26,447,0.9,38.5,58.8,0.4,375,389,380,51.2,48.8,22.6,12.8,81.4,24,97,85,83,85,6.68333333333333
03M307,Manhattan,Manhattan,40.7743,-73.98482,9,15.15,412,1.7,36.4,57.8,1.9,392,419,396,53.6,46.4,20.6,9.5,75.7,17,96,89,86,86,6.25
03M479,Manhattan,Manhattan,40.77216,-73.9878,8,15,1285,51.8,13.7,23.8,8.9,583,586,595,64.7,35.3,5.8,0.1,28.2,29,62,92,88,90,7
03M485,Manhattan,Manhattan,40.77367,-73.98527,8,16,2635,45.3,11.3,19.4,19.4,592,592,597,73.1,26.9,2.3,0,30.8,31,91,76,74,85,8
03M494,Manhattan,Manhattan,40.7743,-73.98482,8,14.45,594,2.9,32.5,59.3,3.9,421,428,406,33.3,66.7,22.1,10.6,91.8,22,78,69,68,73,6.75
03M541,Manhattan,Manhattan,40.7743,-73.98482,8,14.3,451,13.1,16.4,37.9,25.9,581,531,535,58.1,41.9,9.3,0,62.3,32,92,94,92,94,6.5
03M492,Manhattan,Manhattan,40.7743,-73.98482,8,14.45,510,2.2,42,52.7,2.4,415,417,402,55.7,44.3,16.3,5.9,90.4,29,88,84,82,83,6.75
03M402,Manhattan,Manhattan,40.78574,-73.97442,8.3,15.3,353,2.8,23.2,72,1.1,393,371,378,42.5,57.5,26.3,16.1,91.2,24,100,79,78,81,7
03M417,Manhattan,Manhattan,40.78574,-73.97442,8.4,15,387,31.8,15.8,40.1,8.8,489,491,500,59.2,40.8,17.6,1.3,50.6,25,93,88,88,90,6.33333333333333
03M403,Manhattan,Manhattan,40.78574,-73.97442,8.3,15.3,496,5.4,25,66.3,2.4,406,407,413,48.6,51.4,23.8,13.3,86.5,31,68,83,82,87,7
03M415,Manhattan,Manhattan,40.80217,-73.95401,8,15.45,445,1,52,44.2,1.8,381,401,392,66.1,33.9,22.5,4.9,100,30,81,79,75,77,7.75
03M860,Manhattan,Manhattan,40.80217,-73.95401,8,15,411,1.9,67.8,26.3,2.2,390,384,373,43.6,56.4,23.1,9,73.2,21,76,83,81,79,7
05M362,Manhattan,Manhattan,40.81092,-73.95693,8,16,659,14.8,22,48.1,13.7,583,561,546,49.2,50.8,4.6,0,55.8,42,66,86,86,88,8
05M367,Manhattan,Manhattan,40.81523,-73.9552,8.35,15.45,234,2.8,46.5,49.3,0.5,357,349,365,46.2,53.8,27.4,17.9,79.5,10,26,74,64,71,7.16666666666667
05M369,Manhattan,Manhattan,40.81523,-73.9552,8.15,15.15,358,1.4,52.2,43,0.8,379,399,388,78.8,21.2,20.7,4.7,85.2,10,77,81,76,83,7
04M680,Manhattan,Manhattan,40.79188,-73.94659,8.3,15.39,322,1.9,32.3,63.7,1.2,385,380,370,54.3,45.7,29.2,5.9,87.3,30,96,83,83,81,7.15
04M555,Manhattan,Manhattan,40.79368,-73.94942,8.3,15.2,466,3.9,24.5,63.3,7.3,483,468,439,66.3,33.7,13.7,3,89.7,26,97,93,93,93,6.83333333333333
04M495,Manhattan,Manhattan,40.79056,-73.94445,8.45,15.15,413,1.7,27.6,63.7,4.8,429,433,435,50.4,49.6,14.8,1.9,87.9,66,100,93,92,92,6.5
04M610,Manhattan,Manhattan,40.79271,-73.9473,8.45,15.15,480,3.4,27.9,57.4,8.9,478,465,472,100,0,19.2,2.3,81,75,100,93,89,93,6.5
04M435,Manhattan,Manhattan,40.79374,-73.93408,8.15,14.4,1603,4.2,20.9,54.1,19.2,556,505,495,48.8,51.2,6.6,3.4,81,84,87,85,87,86,6.41666666666667
05M304,Manhattan,Manhattan,40.81736,-73.94771,8,15.3,428,0.7,38.3,59.1,0.9,416,445,440,42.5,57.5,23.6,11.2,90.7,84,91,86,85,86,7.5
05M670,Manhattan,Manhattan,40.81536,-73.9439,8.3,15,561,0.8,77.6,19.6,1.3,402,394,400,54.4,45.6,17.3,1.8,77.4,55,67,90,86,89,6.5
05M692,Manhattan,Manhattan,40.82112,-73.94885,8,15.35,470,26.8,9.6,21.7,38.5,683,610,596,30.4,69.6,3.8,0.2,51.1,38,97,91,89,93,7.58333333333333
06M540,Manhattan,Manhattan,40.81832,-73.95061,8,14.2,1354,1.7,32,59.7,4.9,459,453,447,48.4,51.6,14.1,6.9,86.9,11,89,88,88,86,6.33333333333333
06M552,Manhattan,Manhattan,40.83803,-73.93837,8,15.3,504,0,0,100,0,383,355,352,56,44,1.6,83.3,98.6,57,83,95,94,94,7.5
06M346,Manhattan,Manhattan,40.83356,-73.9418,8.15,15,629,2.7,4.9,91.8,0,387,389,385,50.4,49.6,19.7,24.6,90.1,53,71,91,94,93,6.75
06M348,Manhattan,Manhattan,40.84888,-73.93081,8,15,705,0.5,3.8,94.8,0.3,443,423,434,44,56,19.7,17.7,100,56,75,89,86,92,7
04M409,Manhattan,Manhattan,40.79887,-73.93337,8.45,15.3,283,3.5,41,50.2,4.2,344,368,367,46.6,53.4,34.3,9.9,100,22,96,87,88,85,6.75
02M531,Manhattan,Manhattan,40.75594,-73.98457,8.15,15.3,246,8.5,37.4,50.4,1.6,425,451,458,84.6,15.4,12.6,3.7,79.7,66,100,84,86,86,7.25
02M408,Manhattan,Manhattan,40.76143,-73.98802,8.15,15.3,536,42.9,26.2,22.3,2.5,496,520,516,73.1,26.9,11.2,0.2,33.4,41,96,86,84,86,7.25
02M529,Manhattan,Manhattan,40.75776,-73.98319,8,15,676,3.6,21.3,70.1,4,418,422,415,54.7,45.3,18.6,5.9,78.3,8,62,85,80,84,7
02M520,Manhattan,Manhattan,40.71068,-74.00081,8,15,971,3,46.1,40.7,8.9,418,415,398,48.6,51.4,20.3,10.7,72.9,7,69,60,61,61,7
05M499,Manhattan,Manhattan,40.82431,-73.93698,8,15,1428,1.4,70.4,23.2,1.7,463,452,450,45.5,54.5,11.9,2.2,73.1,7,47,82,81,79,7
06M463,Manhattan,Manhattan,40.85594,-73.92703,8,15.45,479,1.3,13.8,82.5,1.9,378,381,383,43.2,56.8,19.8,33.8,90.8,42,74,85,84,84,7.75
06M462,Manhattan,Manhattan,40.85594,-73.92703,8,15.45,491,0.6,9,89.2,0.2,367,377,363,38.7,61.3,21,44.4,97.8,30,97,89,89,89,7.75
06M467,Manhattan,Manhattan,40.85594,-73.92703,8,15.45,671,1.6,16.8,80.8,0.4,401,394,381,42.5,57.5,20.7,27.4,78.4,50,82,89,87,85,7.75
06M293,Manhattan,Manhattan,40.86111,-73.93045,8.15,16,587,1.2,3.8,94.1,0.9,495,445,450,56.2,43.8,14,5.1,78,67,50,90,85,92,7.75
06M468,Manhattan,Manhattan,40.85594,-73.92703,8,15.45,605,1.5,15.9,79.8,1.3,374,385,389,46,54,18.2,30.7,98.3,44,85,78,76,78,7.75
02M459,Manhattan,Manhattan,40.76545,-73.96021,8.45,15.05,343,12.2,16.6,41.1,29.4,438,358,382,49.6,50.4,4.1,76.7,100,95,86,96,93,93,6.33333333333333
02M519,Manhattan,Manhattan,40.76545,-73.96021,8.1,15.2,506,20.4,33.4,39.9,4.9,485,498,496,82.4,17.6,8.7,0.2,54.5,30,89,87,82,88,7.16666666666667
02M449,Manhattan,Manhattan,40.76545,-73.96021,8,15,486,4.7,27.4,57,7.6,431,409,396,53.9,46.1,21.8,7.8,75.5,20,96,92,91,88,7
02M655,Manhattan,Manhattan,40.78364,-73.94574,8,15,697,3.2,28.3,62.2,4.3,435,440,425,50.2,49.8,19.8,6.9,75,13,68,88,85,82,7
02M475,Manhattan,Manhattan,40.71775,-74.01405,8,15.3,3296,20.4,0.8,2.6,73.4,754,697,693,41.2,58.8,0.5,0.1,45.5,44,96,82,85,89,7.5
31R600,Staten Island,Staten Island,40.64274,-74.07871,8,15,624,19.7,30.8,42.5,4.8,420,429,409,28.7,71.3,26.4,2.4,70.8,34,100,87,86,85,7
31R080,Staten Island,Staten Island,40.60745,-74.10148,8,14.2,1327,49.8,22.3,20.2,6.9,483,473,470,48.3,51.7,24.7,1.4,51,44,89,91,91,89,6.33333333333333
31R450,Staten Island,Staten Island,40.64474,-74.08134,9,15.3,2499,17.7,38.4,36,7.1,453,458,444,52.1,47.9,19,6.1,77,47,89,84,87,80,6.5
31R445,Staten Island,Staten Island,40.63384,-74.14211,8,14.45,1628,21.7,27.9,42.8,7,432,427,425,48.2,51.8,26.6,5.7,71,28,98,90,89,88,6.75
31R605,Staten Island,Staten Island,40.56791,-74.11536,7.45,14.3,1247,52.2,1,5.2,41.1,711,660,670,42.4,57.6,1.3,0,34.8,96,100,94,95,96,6.75
31R440,Staten Island,Staten Island,40.56918,-74.1073,8.05,15.1,2791,51.8,12.1,27.8,7.5,454,446,444,47.9,52.1,19.9,4.2,60.8,33,100,87,89,85,7.08333333333333
31R455,Staten Island,Staten Island,40.52823,-74.19215,8,14.45,3982,79.9,1.8,11.8,5.1,494,476,476,48.5,51.5,16.3,0.9,32.7,27,86,86,88,83,6.75
31R460,Staten Island,Staten Island,40.59865,-74.1231,8.16,15,3363,47.7,10.9,27,13.4,496,490,487,48.8,51.2,20.2,2,56.6,40,95,88,88,86,6.73333333333333
31R064,Staten Island,Staten Island,40.58202,-74.15785,8,14.2,479,61.6,13.8,19,3.3,442,458,454,55.1,44.9,23.4,0.2,51.1,42,91,88,80,89,6.33333333333333
31R047,Staten Island,Staten Island,40.58202,-74.15785,7.3,15.5,520,55.6,8.8,19.8,11.2,477,468,464,56.9,43.1,16.7,0.4,43.1,66,81,88,85,91,8.33333333333333
09X505,Bronx,Bronx,40.82759,-73.91867,8.15,15,778,1,23.1,72,2.2,403,409,415,55,45,19.5,5.8,92.8,41,63,86,84,84,6.75
07X548,Bronx,Bronx,40.82278,-73.92352,8.25,15.18,587,1.4,28.6,69.5,0.2,402,405,395,16.7,83.3,23.3,7.2,89.3,19,89,90,91,90,6.88333333333333
07X527,Bronx,Bronx,40.82278,-73.92352,8.3,15.15,495,0.8,32.3,63.4,2.2,384,355,361,41.6,58.4,26.7,13.9,90.3,30,90,89,90,89,6.75
07X551,Bronx,Bronx,40.81336,-73.92554,8,15.5,591,1.5,30.4,66.9,0.9,398,400,405,50.9,49.1,25.2,13.5,93.6,34,85,84,85,83,7.83333333333333
07X670,Bronx,Bronx,40.81608,-73.93032,8.15,15.35,554,1.8,36.1,57.9,3.1,374,386,382,65.2,34.8,19.3,7.8,91.3,82,86,92,90,85,7.33333333333333
07X427,Bronx,Bronx,40.81608,-73.93032,8.3,15,324,1.2,29.6,67.3,1.5,380,382,362,54.9,45.1,25,9.9,90.7,38,100,93,92,92,6.5
07X600,Bronx,Bronx,40.81825,-73.91974,8.5,15,375,0.8,29.1,68.3,1.1,390,373,371,6.4,93.6,28.3,19.2,90.7,54,61,83,84,84,6.16666666666667
09X365,Bronx,Bronx,40.8491,-73.91609,8,16,322,0,0.3,99.7,0,371,334,348,40.7,59.3,4.3,74.5,97.8,66,100,94,93,92,8
07X221,Bronx,Bronx,40.81401,-73.92084,8,15,654,1.4,25.2,70.3,1.7,419,414,394,51.4,48.6,24.2,7.3,96.8,62,88,92,89,89,7
07X334,Bronx,Bronx,40.81004,-73.91781,9,16,463,1.3,14,76.7,6.5,345,338,312,45.6,54.4,3.2,86,96.5,29,93,91,90,90,7
07X500,Bronx,Bronx,40.81496,-73.91252,8,14.3,544,1.5,22.5,69.9,3.8,463,451,435,53.3,46.7,18.4,4.6,78.3,17,39,82,82,84,6.5
07X495,Bronx,Bronx,40.81817,-73.91109,8.45,15,486,1.6,30,64.6,3.1,420,446,424,54.3,45.7,8.2,2.1,90.1,72,90,91,91,92,6.25
07X473,Bronx,Bronx,40.81817,-73.91109,8.3,15,364,0.5,25.3,73.6,0.3,377,373,369,44.2,55.8,21.7,9.6,95.6,36,89,87,83,88,6.5
09X403,Bronx,Bronx,40.8276,-73.90448,9,15.45,409,1.7,20,74.1,3.4,355,330,320,49.9,50.1,4.9,88.3,90,48,93,94,91,89,6.75
12X479,Bronx,Bronx,40.82776,-73.90039,8,14.15,333,0.6,40.5,56.8,0.9,370,379,381,55.3,44.7,29.1,15.3,87.1,23,89,88,87,86,6.25
09X260,Bronx,Bronx,40.83374,-73.90245,7.3,15.25,457,1.5,25.4,65.9,6.3,513,468,485,51.2,48.8,17.7,3.3,83.4,48,100,94,90,92,7.91666666666667
09X324,Bronx,Bronx,40.82871,-73.91776,8.3,15.15,503,0.4,28.7,67.4,3.6,424,413,409,48.5,51.5,18.5,13.9,93.6,34,85,88,86,87,6.75
09X250,Bronx,Bronx,40.83374,-73.90245,8,15.22,449,0.7,45.2,52.1,1.1,400,391,397,49.7,50.3,20,8.9,94.2,35,94,89,86,88,7.36666666666667
12X267,Bronx,Bronx,40.82776,-73.90039,8.3,15.15,546,0,21.2,77.1,1.7,394,381,363,48.7,51.3,23.3,14.7,94.1,88,95,95,92,92,6.75
09X404,Bronx,Bronx,40.8276,-73.90448,8.15,14.45,421,1,26.6,70.8,0.7,377,385,383,47.7,52.3,27.8,27.1,91.7,48,93,86,83,82,6.5
