DBN,Borough,City,Latitude,Longitude,Start_Time,End_Time,Student_Enrollment,Percent_White,Percent_Black,Percent_Hispanic,Percent_Asian,Average_SAT_Math,Average_SAT_Reading,Average_SAT_Writing,Female_Percent,Male_Percent,Disabilities_Percent,EngLearner_Percent,Poverty_Percent,Parent_Response_Rate,Teacher_Response_Rate,Instructional_Core_Satisfaction,Systems_for_Improvement_Satisfaction,School_Culture_Satisfaction,Class_Hours
19K615,Brooklyn,Brooklyn,40.67823,-73.87597,8.3,14.45,1093,1.3,63.6,27.2,6.1,387,387,384,13.9,86.1,23.6,4.8,76,10,55,76,74,71,6.25
19K659,Brooklyn,Brooklyn,40.69114,-73.86843,8.1,15,330,3.3,19.7,71.2,4.5,365,370,362,44.8,55.2,18.8,20.9,89.4,25,74,80,81,81,6.83333333333333
19K404,Brooklyn,Brooklyn,40.65752,-73.87478,9.05,15.3,547,1.2,73.1,21.9,1.5,382,413,391,65.3,34.7,17,1.1,77,19,83,85,86,83,6.41666666666667
19K618,Brooklyn,Brooklyn,40.69114,-73.86843,7.45,14.3,413,1.2,45.5,45.5,5.3,395,376,359,20.1,79.9,24.2,9.9,80.4,6,78,91,88,86,6.75
20K490,Brooklyn,Brooklyn,40.62791,-74.03995,9,15.45,4372,34.1,4.5,29.2,30.1,513,456,451,46.3,53.7,14.6,18.3,70.2,47,79,86,86,84,6.75
22K405,Brooklyn,Brooklyn,40.63334,-73.95292,8.45,15.3,3787,23.3,29.8,12.5,33.7,550,514,516,55.6,44.4,6.7,3.3,54.6,13,68,86,87,86,6.75
14K474,Brooklyn,Brooklyn,40.71196,-73.94043,8,14.45,1098,0.8,35.1,62.6,1,380,377,384,46.6,53.4,18.3,14.3,81.5,30,55,89,88,84,6.75
14K478,Brooklyn,Brooklyn,40.71196,-73.94043,7.45,15.45,1001,2.5,36.1,56.9,4,463,446,425,32.8,67.2,16.1,7.5,83.2,24,66,88,87,86,8
14K488,Brooklyn,Brooklyn,40.71504,-73.95465,8.2,15.1,494,2,54.7,40.3,2.4,391,406,391,52.2,47.8,17.6,3.6,79.6,13,92,80,82,81,6.83333333333333
14K685,Brooklyn,Brooklyn,40.70577,-73.95573,9,15.3,245,1.2,11.8,85.3,0,344,380,379,55.1,44.9,24.5,15.5,82.9,48,100,92,90,92,6.5
14K477,Brooklyn,Brooklyn,40.71196,-73.94043,8,15.3,598,1.3,45.8,50,1,393,390,394,48.5,51.5,18.9,16.6,87.8,23,74,83,86,80,7.5
14K561,Brooklyn,Brooklyn,40.71504,-73.95465,8.15,15.15,682,10,16.4,69.6,2.6,443,440,430,51.5,48.5,15,3.2,81.1,34,100,94,94,93,7
14K558,Brooklyn,Brooklyn,40.71504,-73.95465,8.15,15.15,595,4.2,31.6,60,2.4,415,424,407,23,77,26.6,4.2,78.5,53,100,98,97,96,7
23K514,Brooklyn,Brooklyn,40.66581,-73.9117,9.07,15.27,319,0.3,88.1,11.3,0,400,407,394,44.8,55.2,27.6,2.2,82.8,60,85,74,70,76,6.33333333333333
23K697,Brooklyn,Brooklyn,40.66581,-73.9117,8.2,14.4,390,0.6,83,15.7,0.3,394,399,412,65.6,34.4,22.1,3.1,80.5,40,54,85,79,80,6.33333333333333
17K122,Brooklyn,Brooklyn,40.6754,-73.93888,8.15,16.3,438,0.7,85.6,9.1,3,446,442,410,29.7,70.3,15.5,2.1,68.9,19,76,84,80,84,8.25
17K751,Brooklyn,Brooklyn,40.6754,-73.93888,8.3,14.45,373,0.8,85.5,8.8,1.6,406,405,396,71.3,28.7,13.9,2.7,89.3,17,77,88,85,85,6.25
16K455,Brooklyn,Brooklyn,40.67943,-73.93243,8.15,15.15,648,1.7,87.2,8.6,0.9,399,392,394,34.6,65.4,25.9,4.9,73.9,8,84,90,87,84,7
21K348,Brooklyn,Brooklyn,40.59359,-73.98473,7.45,15.45,290,5.5,72.4,16.9,3.8,367,374,361,11.4,88.6,19,4.1,75.2,13,52,87,80,80,8
21K690,Brooklyn,Brooklyn,40.60488,-73.99442,8,14.3,901,53.3,5.1,25,16.2,458,434,434,50.5,49.5,18,11.4,76.1,25,54,75,67,77,6.5
21K337,Brooklyn,Brooklyn,40.59359,-73.98473,9.15,16,358,25.7,8.7,24,41.1,424,343,337,34.6,65.4,2.5,81,91.3,57,79,89,86,88,6.75
21K572,Brooklyn,Brooklyn,40.59359,-73.98473,8.25,15.15,271,23.2,17.3,42.1,15.5,420,396,396,45,55,16.6,17.3,77.1,33,100,94,93,94,6.83333333333333
20K445,Brooklyn,Brooklyn,40.61342,-74.00365,8,15,3480,27.6,4,29,38.6,488,422,417,41.7,58.3,16.6,20.1,76.8,52,73,88,88,85,7
21K559,Brooklyn,Brooklyn,40.59359,-73.98473,8.15,15,271,13.7,51.7,26.6,7.4,369,379,378,55,45,23.2,2.2,89.7,59,100,93,89,89,6.75
21K468,Brooklyn,Brooklyn,40.59359,-73.98473,8,14.2,564,42.5,25.7,24.3,6.6,474,462,449,45.4,54.6,16,1.1,75.4,46,97,89,87,84,6.33333333333333
15K463,Brooklyn,Brooklyn,40.6696,-73.97926,8.25,15.12,285,6.3,46.7,37.5,7.4,408,435,415,58.6,41.4,20.7,12.6,80.4,24,68,64,61,67,6.78333333333333
15K684,Brooklyn,Brooklyn,40.6696,-73.97926,8,14.3,566,31.1,26,27.2,9.5,553,551,539,57.1,42.9,11,0.5,42.2,42,100,95,94,95,6.5
15K464,Brooklyn,Brooklyn,40.6696,-73.97926,8.15,15.15,423,3.6,46.4,36.5,7.9,405,377,395,45.2,54.8,22.5,10.9,78.5,11,66,89,85,87,7
15K462,Brooklyn,Brooklyn,40.6696,-73.97926,8.25,15.12,351,3.4,66.4,25.9,2,420,424,414,61,39,14,2,81.5,99,71,87,82,82,6.78333333333333
13K595,Brooklyn,Brooklyn,40.68538,-73.95427,8,16.15,364,0.8,84.6,7.7,3,505,464,456,50.3,49.7,11.3,1.1,62.1,67,95,92,89,94,8.25
15K656,Brooklyn,Brooklyn,40.68365,-73.98047,8.15,15,870,2,70.3,22.5,1.7,439,441,436,72.4,27.6,11.6,1.3,73.3,26,77,85,80,85,6.75
13K430,Brooklyn,Brooklyn,40.68811,-73.97675,8.45,15.15,5447,20.5,7.7,7.6,60.5,682,608,606,41.1,58.9,1.6,0.1,65.9,30,91,80,83,86,6.5
22K555,Brooklyn,Brooklyn,40.6492,-73.97169,8,15,605,4.6,72.2,9.1,7.9,502,495,493,63.6,36.4,6,0.2,73.4,43,100,93,85,94,7
20K485,Brooklyn,Brooklyn,40.63725,-74.02382,8,15,1329,16.3,7.7,56.7,18,475,440,445,45.6,54.4,22.1,6.5,79.2,19,85,92,92,92,7
32K545,Brooklyn,Brooklyn,40.69448,-73.92915,8,15.45,514,0.2,8,90.7,0.4,389,374,378,44.9,55.1,20,20,94.7,45,82,91,87,89,7.75
16K498,Brooklyn,Brooklyn,40.68893,-73.92108,8,15,596,1.2,71.1,23.8,2.5,395,401,383,38.4,61.6,17.1,2.7,84.2,27,48,78,79,79,7
16K688,Brooklyn,Brooklyn,40.69154,-73.93373,8.15,15.12,152,2,71.7,20.4,5.9,395,382,391,41.4,58.6,30.3,11.2,100,28,86,86,83,86,6.95
32K556,Brooklyn,Brooklyn,40.695,-73.92799,8.15,16.45,317,0.3,16.7,81.4,0.9,393,368,382,46.4,53.6,24,19.6,96.2,36,68,91,88,89,8.5
14K610,Brooklyn,Brooklyn,40.72264,-73.95258,8.45,15.5,383,2.9,55.9,38.1,1.6,367,381,328,3.9,96.1,29.2,7,74.2,28,74,85,84,85,7.08333333333333
14K632,Brooklyn,Brooklyn,40.72264,-73.95258,8,15,142,2.1,62.7,32.4,0.7,399,413,400,28.9,71.1,28.9,5.6,89.4,31,83,89,83,87,7
21K540,Brooklyn,Brooklyn,40.58924,-73.98175,8.13,15.05,2006,13.7,28.6,20.7,35.8,512,418,396,46.5,53.5,12.6,22.6,83.6,27,77,82,80,79,6.86666666666667
21K344,Brooklyn,Brooklyn,40.58212,-73.97289,8,15.15,560,43.6,22.5,22.3,10.2,436,430,421,45.5,54.5,18.9,10.5,100,48,79,86,84,85,7.25
17K548,Brooklyn,Brooklyn,40.6703,-73.96165,8.1,15,386,0.8,82.6,15.8,0.8,382,393,377,69.2,30.8,16.1,0.8,85.2,58,96,76,80,74,6.83333333333333
17K547,Brooklyn,Brooklyn,40.6703,-73.96165,8.3,16.15,453,1.3,80.1,12.6,5.3,419,411,416,39.7,60.3,16.1,7.1,83.2,30,94,84,82,82,7.75
17K590,Brooklyn,Brooklyn,40.66716,-73.95086,7.15,15.15,1271,0.6,90.9,3.3,2.9,525,500,481,55.2,44.8,3.5,0.5,72.8,44,41,88,85,87,8
17K600,Brooklyn,Brooklyn,40.67027,-73.96165,8.15,15.3,1499,0.9,89.5,5.7,1.8,408,424,407,70.4,29.6,16.8,9.5,78.2,17,80,78,78,76,7.25
17K524,Brooklyn,Brooklyn,40.6703,-73.96165,8.3,15.15,414,13.3,29,38.9,18.4,344,302,300,42.3,57.7,7.2,87.4,100,41,94,92,89,90,6.75
17K528,Brooklyn,Brooklyn,40.6703,-73.96165,8,15,246,2.8,82.1,13,1.6,377,386,375,47.6,52.4,15.4,14.6,86.6,33,100,89,88,87,7
17K543,Brooklyn,Brooklyn,40.64944,-73.95843,8,14.45,516,0.9,87.1,6.4,4,496,491,484,51,49,4.7,0.2,79.8,76,57,95,92,93,6.75
17K382,Brooklyn,Brooklyn,40.64944,-73.95843,8,15.3,505,0.8,84.6,12.3,1.7,386,397,393,42.2,57.8,19,6.7,81.8,15,79,83,79,80,7.5
17K537,Brooklyn,Brooklyn,40.64944,-73.95843,8,15,384,2.1,85.4,8.9,2.3,360,382,359,39.8,60.2,23.4,7.3,84.6,49,83,89,88,86,7
17K539,Brooklyn,Brooklyn,40.64944,-73.95843,8,15.4,445,2,82.5,10.6,2.7,377,382,356,32.8,67.2,19.3,8.5,75.5,28,96,91,88,85,7.66666666666667
17K408,Brooklyn,Brooklyn,40.64944,-73.95843,8,14.45,285,1.1,84.6,10.2,3.5,374,385,375,54,46,23.2,15.8,93.7,56,70,80,77,74,6.75
22K425,Brooklyn,Brooklyn,40.60976,-73.94845,8.1,14.48,3088,44.3,17.4,16.7,21.2,492,450,444,42.2,57.8,13.6,10.4,63.1,20,54,88,90,85,6.63333333333333
21K525,Brooklyn,Brooklyn,40.6205,-73.95923,8.05,14.45,3968,26.7,22.6,21.7,26.6,500,479,472,58.7,41.3,16.9,7.2,63.3,20,89,88,88,86,6.66666666666667
15K448,Brooklyn,Brooklyn,40.67986,-74.00148,8.3,14.5,685,9.3,38.5,45.3,5.8,401,411,404,49.2,50.8,33,6.3,74.7,23,77,86,82,85,6.33333333333333
15K667,Brooklyn,Brooklyn,40.65595,-74.0055,8.45,15.3,1333,6.8,8.5,77.3,7.3,398,380,381,46.1,53.9,22,16.4,79.7,34,89,91,90,89,6.75
23K493,Brooklyn,Brooklyn,40.67414,-73.91349,8.3,14.45,353,0.3,87.5,9.6,1.4,394,395,399,38,62,23.8,2.5,85,34,82,85,83,80,6.25
16K594,Brooklyn,Brooklyn,40.68046,-73.9222,8.45,15.15,226,1.3,81.9,14.6,0.9,377,396,386,58.4,41.6,23.5,1.8,100,20,89,91,89,92,6.5
22K535,Brooklyn,Brooklyn,40.58085,-73.93609,8.15,14.3,1081,59.1,10.2,10.6,18.7,563,534,543,56,44,12.9,0.6,46.8,25,71,79,76,84,6.25
21K410,Brooklyn,Brooklyn,40.58231,-73.96747,7.28,15.1,2341,20.1,39.8,23.7,15.1,441,422,422,39.1,60.9,15.4,13.4,69,11,94,83,84,81,7.7
21K620,Brooklyn,Brooklyn,40.58255,-73.96372,8,15.3,613,6.4,68.7,18.1,5.4,416,423,387,23.5,76.5,28.9,5.5,89.4,7,83,86,85,83,7.5
18K642,Brooklyn,Brooklyn,40.64184,-73.89869,8.1,15.2,309,4.2,79,12.3,2.9,362,396,393,31.4,68.6,20.1,10.7,74.8,46,100,80,78,78,7.16666666666667
18K566,Brooklyn,Brooklyn,40.63263,-73.9178,8.3,15.2,286,1.4,85,8.7,1.7,392,406,403,40.2,59.8,24.5,8,78.3,25,100,90,87,88,6.83333333333333
18K633,Brooklyn,Brooklyn,40.64184,-73.89869,8,15,432,0.2,81.9,13.2,2.8,404,427,424,69,31,14.1,2.3,92.6,12,70,85,81,80,7
18K617,Brooklyn,Brooklyn,40.64184,-73.89869,8,15.15,303,2.6,85.8,9.6,1.3,390,410,397,35,65,19.8,5.9,76.6,38,4,89,84,85,7.25
18K576,Brooklyn,Brooklyn,40.63263,-73.9178,8.3,15.3,331,1.2,88.8,6.3,0.9,386,408,402,40.2,59.8,19.9,1.8,70.4,24,91,93,91,90,7
18K567,Brooklyn,Brooklyn,40.63263,-73.9178,8.3,15.23,395,1.8,82,13.2,0.5,379,393,373,65.8,34.2,18.2,3.8,86.1,25,100,87,86,83,6.88333333333333
18K637,Brooklyn,Brooklyn,40.63263,-73.9178,8.33,15.19,308,1.3,86,9.7,1.6,381,397,390,39,61,23.1,7.1,78.9,52,100,89,88,85,6.76666666666667
32K554,Brooklyn,Brooklyn,40.69741,-73.91315,7.45,14.3,358,1.7,14.6,77,6.2,467,446,448,53.1,46.9,5.9,1.7,88.8,47,100,98,98,97,6.75
32K549,Brooklyn,Brooklyn,40.69696,-73.91082,8.15,15,405,2.5,20.5,76,0.5,365,357,357,52.6,47.4,19.5,21.5,100,40,100,92,91,89,6.75
32K403,Brooklyn,Brooklyn,40.69696,-73.91082,8,15,340,1.5,19.4,77.1,1.8,365,366,348,48.2,51.8,25.6,32.4,100,83,90,88,82,83,7
13K499,Brooklyn,Brooklyn,40.67851,-73.96207,8.15,15.15,504,1.6,83.5,12.9,1,379,395,385,44.2,55.8,27.2,3.4,85.7,27,74,89,82,83,7
25Q460,Queens,Flushing,40.76524,-73.82786,8.51,15.37,2186,3.7,23.7,51.1,20.3,444,407,405,44.8,55.2,13.9,20.7,74.5,25,57,81,82,76,6.76666666666667
25Q281,Queens,Flushing,40.7493,-73.82181,7.5,15,666,5.3,14.9,18.3,60.7,521,457,451,49.1,50.9,11.7,11,84.8,54,89,84,82,88,7.16666666666667
25Q263,Queens,Flushing,40.76041,-73.81838,8.4,15.3,437,2.5,2.5,38.4,55.6,481,323,323,40.5,59.5,2.3,81.7,94.5,74,100,95,95,93,6.83333333333333
25Q285,Queens,Flushing,40.76512,-73.79006,8,15,610,50.3,9.1,22.7,15.8,484,491,487,59.5,40.5,20,0.7,50,48,95,89,84,88,7
26Q495,Queens,Bayside,40.77187,-73.78039,8,15.3,3336,18.1,13,27.9,40.3,523,479,485,49.5,50.5,14.1,4.9,74.4,24,88,81,82,84,7.5
26Q415,Queens,Oakland Gardens,40.75239,-73.75608,9,16,3505,14.9,20.3,19.4,44.1,563,505,510,51.9,48.1,10.8,4.7,56.5,15,50,85,83,82,7
26Q430,Queens,Fresh Meadows,40.74056,-73.79285,8.3,15.15,4172,14.9,7.4,23.1,53.9,562,483,485,49.7,50.3,13.2,11.3,74.4,31,73,94,95,93,6.75
25Q252,Queens,Fresh Meadows,40.72452,-73.80943,8.38,14.57,557,19.2,19.5,21.8,36.2,516,493,486,48.5,51.5,14.5,2.5,60.1,66,100,90,83,89,6.31666666666667
25Q670,Queens,Fresh Meadows,40.7256,-73.81072,8,14.3,701,18.3,13,35.5,31.2,460,426,423,45.8,54.2,19,10.3,80.6,56,93,91,89,91,6.5
25Q425,Queens,Flushing,40.7387,-73.82479,9.08,15.47,3667,4.5,18.4,46,29.4,467,422,425,49,51,13,20.2,75.2,22,65,86,88,83,6.65
25Q525,Queens,Flushing,40.73441,-73.82142,8.2,15,1132,21.9,6.3,11.6,58.6,680,640,661,70.7,29.3,1.4,0,53.5,28,91,89,88,92,6.66666666666667
24Q550,Queens,Corona,40.73742,-73.85331,8.45,16,870,4.1,7.8,77.2,10.2,413,405,393,55.3,44.7,15.1,7.6,100,29,96,93,92,92,7.25
24Q293,Queens,Elmhurst,40.7433,-73.87057,8.3,15.3,479,5.6,7.9,71.8,9.8,435,424,418,55.7,44.3,15.7,4.6,74.9,58,91,96,92,94,7
24Q585,Queens,Elmhurst,40.72954,-73.88739,8.15,15.05,973,35.8,2,44.6,17.5,476,471,480,53.2,46.8,11.5,2,69.5,15,66,86,86,87,6.83333333333333
24Q296,Queens,Elmhurst,40.7433,-73.87057,8.3,15.15,378,0,0,99.7,0.3,340,320,318,49.5,50.5,3.7,78.6,90.5,62,90,91,90,89,6.75
24Q455,Queens,Elmhurst,40.74121,-73.87473,8,15.3,1921,4.3,8.3,61.4,24,434,401,389,43.1,56.9,11.8,28,73,42,82,92,93,89,7.5
28Q440,Queens,Forest Hills,40.72943,-73.84563,8.15,15.15,3840,30,9.6,33.8,24.6,517,485,483,52.1,47.9,12.8,5.7,64.5,9,71,87,86,86,7
28Q686,Queens,Forest Hills,40.71044,-73.85063,8,14.5,1035,35.7,4.2,46.9,11,460,448,449,47.7,52.3,15.5,3.2,59.2,20,80,89,88,89,6.83333333333333
24Q485,Queens,Ridgewood,40.71122,-73.90865,8.3,15.15,1828,18.9,4.5,65.7,9.7,452,422,416,41.9,58.1,16.8,21.2,71.5,15,77,83,83,81,6.75
29Q498,Queens,Cambria Heights,40.69554,-73.73492,8,14.45,525,1.1,81,11.8,5.5,384,409,401,58.7,41.3,16.4,3.4,78.7,13,83,82,82,79,6.75
29Q492,Queens,Cambria Heights,40.69554,-73.73492,8,14.25,433,1.6,72.3,11.8,9.9,380,418,388,37.6,62.4,12,6.5,81.3,40,86,72,68,71,6.41666666666667
29Q259,Queens,Saint Albans,40.70639,-73.75353,8,15.07,599,1.3,89.7,5.7,2.8,405,427,409,49.1,50.9,15,2.8,78.1,71,73,81,80,81,7.11666666666667
29Q265,Queens,Springfield Gardens,40.66823,-73.75684,8.1,15.07,491,1.2,82.7,9.2,3.7,384,407,400,45.6,54.4,15.7,5.9,82.5,20,96,90,90,88,6.95
29Q283,Queens,Springfield Gardens,40.66823,-73.75684,8,15.05,552,2.4,81,8.4,4.2,398,410,393,60.5,39.5,15.9,0.9,73.9,17,91,91,94,92,7.08333333333333
29Q248,Queens,Springfield Gardens,40.66823,-73.75684,8.1,14.57,492,1,80.7,9.1,4.3,423,422,403,43.3,56.7,13.8,3.7,72,22,50,84,75,80,6.78333333333333
29Q272,Queens,Springfield Gardens,40.66823,-73.75684,8,15.15,509,1.8,75.6,11.4,9.4,439,428,419,51.5,48.5,13.4,2,73.7,19,100,83,79,80,7.25
27Q650,Queens,Ozone Park,40.6894,-73.84064,8.1,14.34,959,12.3,10.7,35.6,35.5,489,457,451,31.2,68.8,11.2,0.4,70.4,24,92,88,86,91,6.4
27Q480,Queens,Ozone Park,40.67983,-73.83832,8,15.3,2634,2.9,23.9,37.9,31,418,401,395,44.4,55.6,15.6,19.4,89,19,88,85,83,79,7.5
27Q308,Queens,Ozone Park,40.67177,-73.84498,7.25,14.15,602,17.6,7.3,41.7,29.4,426,435,424,53.3,46.7,15.1,2.8,79.2,63,89,89,90,88,6.83333333333333
27Q475,Queens,Richmond Hill,40.69565,-73.83358,8,15,2175,5.4,13.6,48.2,31.4,413,406,399,42.7,57.3,16,21.3,85.4,30,57,86,83,82,7
29Q326,Queens,Hollis,40.71182,-73.77119,9,16,372,2.2,79,9.1,6.7,418,424,411,53.2,46.8,20.4,3.5,72.8,71,96,85,86,85,7
26Q566,Queens,Bellerose,40.7449,-73.72691,8.3,15.3,1120,8.4,48.1,17.5,24.8,453,434,439,52.8,47.2,19.9,1.9,63.7,28,95,83,77,82,7
26Q435,Queens,Queens Village,40.73282,-73.73965,7.45,15.14,1742,3.6,52.7,13,27,397,396,391,45.6,54.4,11.8,10.9,71.6,25,100,80,77,73,7.48333333333333
28Q680,Queens,Jamaica,40.71881,-73.8065,8,14.3,779,2.9,38.2,14.2,43.3,524,511,514,59.2,40.8,7.6,0.6,71.4,20,73,77,67,80,6.5
28Q350,Queens,Jamaica,40.71358,-73.79652,8.15,15,516,2.3,42.6,10.9,40.7,487,460,463,51.4,48.6,9.9,9.3,77.1,56,87,91,89,87,6.75
28Q328,Queens,Jamaica,40.71358,-73.79652,9,15.45,418,4.5,42.3,26.6,22.7,415,392,386,47.8,52.2,15.1,15.6,88.8,32,93,96,94,93,6.75
28Q896,Queens,Jamaica,40.70821,-73.80408,8,14.57,557,1.9,47.5,19.7,26.9,415,420,433,100,0,12.4,2.3,100,78,82,85,84,87,6.95
28Q310,Queens,Jamaica,40.71358,-73.79652,8.15,15,661,4.1,53.4,16.1,24.8,455,439,441,52.3,47.7,15.3,8.8,81.8,56,94,77,74,76,6.75
28Q505,Queens,Jamaica,40.70876,-73.80213,8,15.3,3286,3.8,30.3,28.8,34.5,448,432,426,53,47,10.3,13.7,82.3,32,89,97,97,95,7.5
28Q620,Queens,Jamaica,40.71588,-73.79882,8,15.3,2098,4.2,20.9,22.4,49,514,473,470,34.4,65.6,11.2,0.9,78.4,56,100,87,87,86,7.5
28Q325,Queens,Jamaica,40.71358,-73.79652,8.15,15,464,3,37.7,24.4,27.8,409,399,404,57.5,42.5,10.8,10.8,75.9,17,97,89,90,89,6.75
28Q284,Queens,Jamaica,40.69694,-73.78698,8,15,611,1.2,58,10.3,28.7,496,481,473,55.5,44.5,9,0.8,77.9,92,97,91,88,88,7
28Q687,Queens,Jamaica,40.701,-73.79815,8,15.18,426,6.1,7,10.6,75.4,701,621,625,45.8,54.2,0,0,64.6,20,65,90,85,91,7.3
28Q690,Queens,Jamaica,40.68618,-73.78408,8,15,604,1.8,66.4,18.9,10.4,410,431,409,47,53,18.9,2.2,72.5,46,94,80,78,79,7
27Q400,Queens,Jamaica,40.67553,-73.78343,8,15.3,679,1.5,75.4,13,7.5,366,372,364,43.9,56.1,21.4,6.8,76,12,55,81,80,76,7.5
27Q260,Queens,Far Rockaway,40.60199,-73.76283,7.45,14.05,409,0.7,59.7,37.9,1.5,410,418,407,41.6,58.4,21.3,8.6,77.5,25,85,87,82,82,6.33333333333333
27Q309,Queens,Far Rockaway,40.60199,-73.76283,8,15.15,637,2.7,50.1,37.7,6.6,422,424,415,51,49,17.4,10.5,77.1,42,94,90,89,86,7.25
27Q302,Queens,Far Rockaway,40.60199,-73.76283,7.45,16.1,381,2.1,49.1,43.6,4.2,372,362,352,40.9,59.1,17.8,18.6,77.4,24,100,90,88,84,8.41666666666667
27Q324,Queens,Rockaway Park,40.58601,-73.82309,8.45,15.3,368,14.7,46.7,30.2,3.5,357,381,376,40.8,59.2,19.8,5.2,100,18,89,83,81,79,6.75
27Q262,Queens,Rockaway Park,40.58601,-73.82309,8.15,15.04,683,10.7,53.2,29.1,6,427,430,423,48.3,51.7,14.2,1.5,100,59,98,94,94,94,6.81666666666667
27Q351,Queens,Rockaway Park,40.58601,-73.82309,8.3,16.2,397,3.8,52.6,33.5,5,399,403,405,46.6,53.4,21.4,5.5,100,36,96,85,80,77,7.83333333333333
27Q323,Queens,Rockaway Park,40.58413,-73.82568,8.45,15,1302,34.7,22.7,19.6,21.4,588,560,568,58.8,41.2,2.3,0,49.7,73,96,96,96,96,6.25
